시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
삼각지역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 180,,37.5344034,126.9733574,지하1층 나 대합실 옆,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,삼각지역,02-6110-4281,2022-08-27,3020000,서울특별시 용산구
숙대입구역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 306,,37.54549626,126.9722388,지하1층 대합실 만남의장소,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,숙대입구역,02-6110-4271,2022-08-27,3020000,서울특별시 용산구
한벗장애인주간보호시설,서울특별시,용산구,11170,서울특별시 용산구 효창원로69길 24-3,,37.5427916,126.9579499,시설 2층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,한벗장애인주간보호시설,02-713-5050,2022-08-27,3020000,서울특별시 용산구
용산행복장애인자립생활센터,서울특별시,용산구,11170,서울특별시 용산구 원효로89길 31,,37.54074494,126.9673582,센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,용산행복장애인자립생활센터,02-704-0420,2022-08-27,3020000,서울특별시 용산구
반구1동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 화합로 340,,35.556455,129.3416289,정문입구 오른쪽(정수기 왼쪽),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 반구1동,052-290-4526,2022-08-26,3690000,울산광역시 중구
반구2동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 구교4길 40,,35.56335714,129.3407898,정문입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 반구2동,052-290-4544,2022-08-26,3690000,울산광역시 중구
복산1동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 북부순환도로 610,,35.563036,129.3270489,정문 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 복산1동,052-290-4573,2022-08-26,3690000,울산광역시 중구
복산2동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 화합로 465,,35.56581235,129.334245,정문입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 복산2동,052-290-4593,2022-08-26,3690000,울산광역시 중구
성안동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 백양로 34,,35.574471,129.309794,정문 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 성안동,052-290-4613,2022-08-26,3690000,울산광역시 중구
중앙동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 중앙길 199,,35.55746014,129.3240562,행정복지센터 내(입구오른쪽),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 중앙동,052-290-4628,2022-08-26,3690000,울산광역시 중구
우정동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 장춘로 30,,35.5547615,129.312386,정문입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 우정동,052-290-4653,2022-08-26,3690000,울산광역시 중구
태화동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 유곡로 45,,35.55653133,129.304483,정문 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 태화동,052-290-4674,2022-08-26,3690000,울산광역시 중구
다운동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 운곡길 6,,35.55626323,129.275739,정문 입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 다운동,052-290-4686,2022-08-26,3690000,울산광역시 중구
병영1동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 병영3길 8,,35.57004202,129.346575,정문입구 무인발급기 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 병영1동,052-290-4708,2022-08-26,3690000,울산광역시 중구
병영2동 행정복지센터,울산광역시,중구,36900,울산광역시 중구 병영성7길 9,,35.57939247,129.345977,지하출입구 문 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,울산광역시 중구 병영2동,052-290-4727,2022-08-26,3690000,울산광역시 중구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 문래로28길 15,서울특별시 영등포구 문래동3가 55-16,37.51710975,126.8995233,문래동주민센터 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-7338,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로 441,서울특별시 영등포구 대림동 899-2,37.49545723,126.905842,대림1동주민센터 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-7884,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 영등포로11길 12,서울특별시 영등포구 양평동1가 211-1,37.523646,126.888228,양평1동주민센터 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-3457-7383,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로 169,서울특별시 영등포구 신길동 3741-11,37.499333,126.909836,신길6동주민센터 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-7785,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로43길 10,서울특별시 영등포구 신길동 897-3,37.50639203,126.9215141,신길7동주민센터입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-3457-1373,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 도신로27,서울특별시 영등포구 대림동 608-2,37.504318,126.8960774,대림정보문화도서관 1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-828-3702,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 문래로20길 49,서울특별시 영등포구 문래동3가 98,37.51680639,126.8908946,문래정보문화도서관 1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2629-8605,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 선유로 43가길 10-8,서울특별시 영등포구 양평동3가 88-1,37.533331,126.892916,선유정보문화도서관 1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2163-0800,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 여의대로 24,서울특별시 영등포구 여의도동 28-1,37.52216363,126.9199166,여의도디지털도서관 1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2629-2222,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 경인로114가길 9,서울특별시 영등포구 영등포동1가 35,37.51770759,126.9151695,신길역 환승엘리베이터 앞,06:00,22:00,06:00,22:00,06:00,22:00,2,Y,Y,서울특별시 영등포구,02-2639-3553,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 137,서울특별시 영등포구 대림동 1050-17,37.49283041,126.8969595,대림역 b1층 화장실 옆,06:00,22:00,06:00,22:00,06:00,22:00,2,Y,Y,서울특별시 영등포구,02-6311-7441,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 경인로 846,서울특별시 영등포구 영등포동 618-496,37.51566803,126.907666,영등포역 기차역 인포메이션 옆,06:00,22:00,06:00,22:00,06:00,22:00,2,Y,Y,서울특별시 영등포구,02-1544-7788,2022-05-11,3180000,서울특별시 영등포구
영등포구,서울특별시,영등포구,11560,서울특별시 영등포구 신길로61길 17 (영등포동),서울특별시 영등포구 영등포동 592-70,37.514648,126.909337,영등포본동 주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1034,2022-05-11,3180000,서울특별시 영등포구
거제해양관광개발공사,경상남도,거제시,48310,경상남도 거제시 거제중앙로 1849,경상남도 거제시 고현동 158-1,34.88346934,128.6252534,거제해양관광개발공사 1층,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 거제시청,055-639-3814,2022-05-02,5370000,경상남도 거제시
상남면 행정복지센터,강원도,인제군,43300,강원도 인제군 상남면 상남로38번길 10,강원도 인제군 상남면 상남리 101,37.87410095,128.2600106,상남면 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 인제군,033-460-2215,2022-09-27,4330000,강원도 인제군
장애인 행복쉼터,강원도,인제군,43300,강원도 인제군 인제읍 비봉로 26,강원도 인제군 인제읍 상동리 270-2,38.06689672,128.173274,장애인 행복쉼터,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 인제군,033-460-2215,2022-09-27,4330000,강원도 인제군
하상장애인복지관,서울특별시,강남구,11680,서울특별시 강남구 개포로 613,서울특별시 강남구 개포동 12-5,37.4925543,127.0751338,복지관 1층 외부,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,하상장애인복지관,02-451-6000,2022-09-27,3220000,서울특별시 강남구
강남장애인복지관,서울특별시,강남구,11680,서울특별시 강남구 개포로 605,서울특별시 강남구 개포동 12-10,37.491954,127.0734687,장애인복지관5층,09:00,18:00,09:00,14:00,00:00,23:59,2,N,Y,강남장애인복지관,02-445-8006,2022-09-27,3220000,서울특별시 강남구
충현복지관,서울특별시,강남구,11680,서울특별시 강남구 논현로98길 16,서울특별시 강남구 역삼동 669-3,37.503611,127.036971,충현복지관 입구,09:00,18:00,00:00,23:59,00:00,23:59,2,N,Y,충현복지관,02-2192-0600,2022-09-27,3220000,서울특별시 강남구
수서동주민센터,서울특별시,강남구,11680,서울특별시 강남구 광평로 301-4,서울특별시 강남구 수서동 718-2,37.48890229,127.104955,주민센터 민원실,09:00,18:00,00:00,23:59,00:00,23:59,2,Y,N,서울특별시 강남구 수서동주민센터,02-3423-8598,2022-09-27,3220000,서울특별시 강남구
일원1동주민센터,서울특별시,강남구,11680,서울특별시 강남구 양재대로55길 14,서울특별시 강남구 일원동 712-3,37.491809,127.0880284,주민센터 민원실,09:00,18:00,00:00,23:59,00:00,23:59,2,N,N,서울특별시 강남구 일원1동주민센터,02-3423-8395,2022-09-27,3220000,서울특별시 강남구
역삼1동주민센터,서울특별시,강남구,11680,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495369,127.0332825,역삼1동 문화센터 1층,06:00,22:00,06:00,22:00,00:00,23:59,2,N,N,서울특별시 강남구 역삼1동주민센터,02-3423-8644,2022-09-27,3220000,서울특별시 강남구
역삼2동주민센터,서울특별시,강남구,11680,서울특별시 강남구 도곡로43길 25,서울특별시 강남구 역삼동 761-26,37.495974,127.046801,주민센터 민원실,09:00,18:00,00:00,23:59,00:00,23:59,2,N,N,서울특별시 강남구 역삼2동주민센터,02-3423-7394,2022-09-27,3220000,서울특별시 강남구
김해서부노인종합복지관,경상남도,김해시,48250,경상남도 김해시 덕정로 115 (관동동),경상남도 김해시 관동동 421-1,35.18008851,128.7979675,노인복지관 현관 입구(외부),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경상남도 김해서부노인종합복지관,055-310-4800,2022-06-13,5350000,경상남도 김해시
ktx진영역,경상남도,김해시,48250,경상남도 김해시 진영읍 김해대로 809,경상남도 김해시 진영읍 설창리 131-1,35.29857576,128.7739199,ktx진영역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경상남도 한국철도공사 부산경남본부,055-345-7788,2022-06-13,5350000,경상남도 김해시
경전철 김해시청역,경상남도,김해시,48250,경상남도 김해시 김해대로 2408,경상남도 김해시 부원동 559-1,35.22710304,128.8904107,경전철 김해시청역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경상남도 부산김해경전철주식회사,055-310-9614,2022-06-13,5350000,경상남도 김해시
경전철 수로왕릉역,경상남도,김해시,48250,경상남도 김해시 김해대로 2181,경상남도 김해시 외동 1140-1,35.2328215,128.8721409,경전철 수로왕릉역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경상남도 부산김해경전철주식회사,055-310-9617,2022-06-13,5350000,경상남도 김해시
광주광역시도시철도공사,광주광역시,서구,29140,광주광역시 서구 상무대로 1123,광주광역시 서구 화정동 483-11 농성역사 지하1층 대합실,35.15357106,126.8839881,역사 대합실,09:00,18:00,09:00,18:00,00:00,00:00,1,N,Y,광주광역시 서구,062-604-8000,2022-05-09,3600000,광주광역시 서구
광주광역시도시철도공사,광주광역시,서구,29140,광주광역시 서구 상무대로 1041,광주광역시 서구 화정동 791 화정역사 지하1층 대합실,35.1522004173,126.8757866,역사 대합실,09:00,18:00,09:00,18:00,00:00,00:00,1,N,Y,광주광역시 서구,062-604-8000,2022-05-09,3600000,광주광역시 서구
광주광역시도시철도공사,광주광역시,서구,29140,광주광역시 서구 상무대로 983,광주광역시 서구 내방동 1006 쌍촌역사 지하1층 대합실,35.15158104,126.8696052,역사 대합실,09:00,18:00,09:00,18:00,00:00,00:00,1,N,N,광주광역시 서구,062-604-8000,2022-05-09,3600000,광주광역시 서구
광주광역시도시철도공사,광주광역시,서구,29140,광주광역시 서구 상무대로 883,광주광역시 서구 쌍촌동 1006 운천역사 지하1층 대합실,35.15051435,126.858689,역사 대합실,09:00,18:00,09:00,18:00,00:00,00:00,1,N,Y,광주광역시 서구,062-604-8521,2022-05-09,3600000,광주광역시 서구
광주광역시도시철도공사,광주광역시,서구,29140,광주광역시 서구 상무대로 지하 777,광주광역시 서구 마륵동 162-3 상무역사 지하1층 대합실,35.14680624,126.8487871,역사 대합실,09:00,18:00,09:00,18:00,00:00,00:00,1,N,N,광주광역시 서구,062-604-8530,2022-05-09,3600000,광주광역시 서구
난곡동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로30길 40,서울특별시 관악구 신림동 633-56,37.471022,126.921647,1층 민원실,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 난곡동 주민센터,02-879-4621,2022-04-27,3200000,서울특별시 관악구
난향동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림동 난곡로 67 난향동주민센터,서울특별시 관악구 신림동 1735-5,37.4615194350,126.918785,1층 출입구 우측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 난향동주민센터,02-879-4651,2022-04-27,3200000,서울특별시 관악구
번동2단지종합사회복지관,서울특별시,강북구,11305,"서울특별시 강북구 한천로105길 24, 202동",서울특별시 강북구 번동 241,37.62760841,127.0448051,복지관 1층 출입구,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677,2022-04-06,3080000,서울특별시 강북구
서원동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 282,서울특별시 관악구 신림동 1641-65,37.479732,126.931365,1층 사무실 출입구 오른쪽 하단 설치,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 서원동주민센터,02-879-4681,2022-04-27,3200000,서울특별시 관악구
서림동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림동 신림로29길 6 서림동주민센터,서울특별시 관악구 신림동 1694-7,37.474956,126.9349995500,1층 출입구 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 서림동 주민센터,02-879-4741,2022-04-27,3200000,서울특별시 관악구
삼성동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림동 호암로 589 삼성동주민센터,서울특별시 관악구 신림동 1528,37.470106,126.932951,1층 복지상담실 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 삼성동주민센터,02-879-4771,2022-04-27,3200000,서울특별시 관악구
대학동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,37.470558,126.936943,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 대학동 주민센터,02-879-4801,2022-04-27,3200000,서울특별시 관악구
신림종합사회복지관,서울특별시,관악구,11620,서울특별시 관악구 난곡로110,서울특별시 관악구 신림동 664,37.464836,126.919828,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울특별시 관악구 신림종합사회복지관,02-851-1767,2022-04-27,3200000,서울특별시 관악구
보훈회관,서울특별시,관악구,11620,서울특별시 관악구 신림동 남부순환로 1427 관악구 보훈회관,서울특별시 관악구 신림동 564-4,37.481166,126.909375,1층 출입구 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,보훈회관,070-7039-3265,2022-04-27,3200000,서울특별시 관악구
국립중앙박물관,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 137,,37.52470233,126.9777412,1층 상설전시관 물품보관소 옆,10:00,18:00,10:00,18:00,10:00,18:00,2,N,Y,국립중앙박물관,02-2077-9000,2022-08-27,3020000,서울특별시 용산구
한강로동 주민센터,서울특별시,용산구,11170,서울특별시 용산구 한강대로38길 28,,37.52814224,126.9692281,한강로동 주민센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,한강로동주민센터,02-2199-8560,2022-08-27,3020000,서울특별시 용산구
서울역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 405,,37.55483769,126.9717341,2층 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울역,1544-7788,2022-08-27,3020000,서울특별시 용산구
서울특별시 용산역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 23길 55,,37.5297736,126.9647427,3층 1호선 출구,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,용산역,1544-7788,2022-08-27,3020000,서울특별시 용산구
남영역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 77길 25,,37.54056577,126.9713321,1층 남영역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,남영역,1544-7788,2022-08-27,3020000,서울특별시 용산구
효창공원앞역(경의중앙선),서울특별시,용산구,11170,서울특별시 용산구 백범로 지하 287,,37.53933395,126.9613166,지하 1층 효창공원역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,효창공원역,02-2199-7100,2022-08-27,3020000,서울특별시 용산구
이촌역(경의중앙선),서울특별시,용산구,11170,서울특별시 용산구 서빙고 83,,37.5224803,126.9716268,지하 1층 이촌역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,이촌역,1544-7788,2022-08-27,3020000,서울특별시 용산구
원당주공아파트,강원도,삼척시,42230,강원도 삼척시 원당로2길 20,강원도 삼척시 원당동 171,37.43852736,129.1523791,원당주공아파트 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 삼척시 사회복지과,033-570-3327,2022-06-30,4240000,강원도 삼척시
청년몰(중앙시장2층),강원도,삼척시,42230,강원도 삼척시 진주로 12-21 (청년몰),강원도 삼척시 남양동 55-4,37.4421034606,129.1646215808,청년몰입구 안내데스크 앞(중앙시장 2층),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 삼척시 사회복지과,033-570-3327,2022-06-30,4240000,강원도 삼척시
순창군청,전라북도,순창군,47700,전라북도 순창군 순창읍 경천로 33,,35.3744299,127.1373693,군청 민원실 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라북도 순창군청,063-650-1201,2022-06-15,4770000,전라북도 순창군
순창군보건의료원,전라북도,순창군,47700,전라북도 순창군 순창읍 교성로 135,,35.36710476,127.1436245,응급실 옆 보호자대기실,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라북도 순창군 보건의료원,063-650-5325,2022-06-15,4770000,전라북도 순창군
문예회관,제주특별자치도,제주시,50110,제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도이동 852,33.50444317,126.5351739,소극장 입구 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주특별자치도 장애인요트연맹,제주특별자치도,제주시,50110,제주특별자치도 제주시 도두항길 28-10,제주특별자치도 제주시 도두일동 2605-1,33.50816302,126.4666615,1층 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
도두동주민센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 도두1길 9-1,제주특별자치도 제주시 도두일동 1987-1,33.50289739,126.4680924,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
노형동주민센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 노형9길 9-4,제주특별자치도 제주시 노형동 3793-1,33.48288157,126.4769921,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주시 동부보건소,제주특별자치도,제주시,50110,제주특별자치도 제주시 구좌읍 김녕로14길 6,제주특별자치도 제주시 구좌읍 김녕리 1697-1,33.55435045,126.7513281,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
대화역(3호선),경기도,고양시,41285,경기도 고양시 일산서구 중앙로 지하 1569,,37.67595514,126.7473067,"4,5번 출구 엘리베이터 옆",05:00,23:59,05:00,23:59,05:00,23:59,2,N,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
"행신역(KTX, 경의중앙선)",경기도,고양시,41281,경기도 고양시 덕양구 소원로 114,,37.61235761,126.8355381,맞이방 건너편,05:00,23:59,05:00,23:59,05:00,23:59,2,N,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
능곡역(경의중앙선),경기도,고양시,41281,경기도 고양시 덕양구 토당로 35,,37.61893508,126.8208666,맞이방 건너편,05:00,23:59,05:00,23:59,05:00,23:59,2,N,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
고양시청,경기도,고양시,41281,경기도 고양시 덕양구 고양시청로 10,,37.6584145,126.8319597,신관 민원실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
덕양구청,경기도,고양시,41281,경기도 고양시 덕양구 화중로104번길 13,,37.63746533,126.8322924,세무민원실 출입구 앞,00:00,23:59,00:00,00:00,00:00,00:00,2,Y,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
삼송역(3호선),경기도,고양시,41281,경기도 고양시 덕양구 삼송로 지하 194,,37.65325521,126.8957441,남쪽 맞이방 1~2번출구 방면,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
명지병원,경기도,고양시,41281,경기도 고양시 덕양구 화수로14번길 55,,37.64247571,126.8317296,병원후문 자전거 거치대 있던 곳,00:00,23:59,00:00,00:00,00:00,00:00,2,Y,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
일산동구청,경기도,고양시,41285,경기도 고양시 일산동구 중앙로 1256,,37.65888174,126.7749581,정문 무인민원발급기 건너편,00:00,23:59,00:00,00:00,00:00,00:00,2,Y,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
강북구 보건소,서울특별시,강북구,11305,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,37.63188022,127.0390621,보건소 입구,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677,2022-04-06,3080000,서울특별시 강북구
일산병원,경기도,고양시,41285,경기도 고양시 일산동구 일산로 100,,37.64547581,126.793042,"1층, 지하1층 엘리베이터 옆",08:00,20:00,08:00,20:00,08:00,20:00,2,Y,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
고양아람누리,경기도,고양시,41285,경기도 고양시 일산동구 중앙로 1286,,37.66148641,126.7744561,지하1층 해받이터(정발산역사 입구),00:00,23:59,00:00,00:00,00:00,00:00,2,Y,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
일산서구청,경기도,고양시,41287,경기도 고양시 일산서구 중앙로 1600,,37.6779725,126.7452458,2층 엘리베이터 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
고양시장애인종합복지관,경기도,고양시,41287,경기도 고양시 일산서구 탄현로 139,,37.70322195,126.7645776,1층 공원으로 연결되어있는 후문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
주엽역(3호선),경기도,고양시,41287,경기도 고양시 일산서구 중앙로 지하 1431,,37.67012058,126.7612273,맞이방 7~8번 출구 방면,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
구립용산장애인복지관,서울특별시,용산구,11170,서울특별시 용산구 효창원로93길 49,,37.54730608,126.9615705,구립용산장애인복지관,09:00,20:00,09:00,16:00,00:00,00:00,1,Y,N,구립용산장애인복지관,02-707-1970,2022-08-27,3020000,서울특별시 용산구
용산구청,서울특별시,용산구,11170,서울특별시 용산구 녹사평대로 150,,37.53245265,126.9904783,용산구청 2층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 용산구청,02-2199-7100,2022-08-27,3020000,서울특별시 용산구
용산구 장애인 커뮤니티센터,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 245,,37.52049821,126.9911132,센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7100,2022-08-27,3020000,서울특별시 용산구
민속자연사 박물관,제주특별자치도,제주시,50110,제주특별자치도 제주시 삼성로 40,제주특별자치도 제주시 일도이동 996-1,33.50563037,126.5317241,1층 시청각실 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주시 농협 본점,제주특별자치도,제주시,50110,제주특별자치도 제주시 삼성로 133,제주특별자치도 제주시 일도이동 985-1,33.51201607,126.5371922,지하 1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
봉개동주민센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 봉개북1길 15,제주특별자치도 제주시 봉개동 1824-1,33.49166571,126.5947306,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
건입동행정복지센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 만덕로 18,제주특별자치도 제주시 건입동 1189-2,33.51505009,126.531505,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
